SiteCode,Name_EN,Name_FR,Latitude,Longitude,AltMin,AltMax,Area,DateAssessed,PercentProtected,BoundaryGeneralized,Level,CriteriaMet,ConservationActions,Landcover,Province,Species
NT002,"Whooping Crane Nesting Area and Summer Range","Whooping Crane Nesting Area and Summer Range",60.33,-113.25,200,300,9360.464,"2022-08-18 00:00:00",97,0,Global,"Global: Threatened birds (A1). National: Threatened birds (A1)","Site/area protection, Site/area management","Temperate or sub-polar needleleaf forest(39.49%), Temperate or sub-polar broadleaf deciduous forest(2.04%), Mixed forest(6.82%), Temperate or sub-polar shrubland(14.31%), Temperate or sub-polar grassland(12.02%), Wetland(19.58%), Water(4.74%), ","Northwest Territories","Whooping Crane(Grus americana), "
